ID,Title,OPN,CON,EXT,AGR,NEU,Clusters,,,,,
5094,You Are (Not) Small,4.136480521,3.365342542,3.173925071,3.617873206,2.74308458, ,,,,,
5095,"Blackbird (Blackbird, #1)",4.180423491,3.3142755,3.316805517,3.643964612,2.557413737, ,,,,,
5096,Rise (Hardcover),4.260627419,3.311101118,3.270704303,3.694734072,2.621766425, ,,,,,
5097,Eve (Hardcover),4.182007796,3.36283133,3.231952559,3.627137705,2.705511516, ,,,,,
5098,"Shadows (The Rephaim, #1)",4.19681085,3.436480993,3.506550341,3.702994577,2.602784713, ,,,,,
5099,My Sunshine Away (Hardcover),4.240630018,3.47052588,3.385552773,3.604782352,2.621621174, ,,,,,
5100,Wolf in White Van (Hardcover),4.254353637,3.408045061,3.366636346,3.61280941,2.536086317, ,,,,,
5101,Descent (Hardcover),4.236377212,3.394909675,3.411391471,3.730274536,2.589615283, ,,,,,
5102,Ordinary Grace (Hardcover),4.252745468,3.496292304,3.34924601,3.750368267,2.605592592, ,,,,,
5103,A Time of Miracles (Hardcover),4.232269019,3.488877462,3.369125737,3.601474391,2.592678284, ,,,,,
5104,The Day After Tomorrow (Paperback),4.182612576,3.483716157,3.281436436,3.625692209,2.627114907, ,,,,,
5105,Falling into Place (Kindle Edition),4.18739738,3.420480621,3.448538991,3.604841529,2.641303558, ,,,,,
5106,Mice Mischief: Math Facts in Action (Hardcover),4.111775694,3.473062612,3.26844684,3.660295808,2.666726303, ,,,,,
5107,Math Fables: Lessons That Count (Hardcover),4.18435424,3.436863138,3.203497933,3.543355987,2.699578263, ,,,,,
5108,So Many Cats! (Paperback),4.148670598,3.550975643,3.183325786,3.670977071,2.744204534, ,,,,,
5109,Making Cents (Hardcover),4.085566442,3.432958644,3.174255819,3.631200338,2.692888713, ,,,,,
5110,If You Were an Even Number (Paperback),4.217976287,3.321857087,3.37709499,3.473612652,2.695289521, ,,,,,
5111,Measuring Penny (Hardcover),4.231043008,3.49081859,3.221076608,3.65535374,2.68302705, ,,,,,
5112,Over in the Grasslands (Hardcover),4.209696506,3.440567506,3.208250307,3.694316414,2.704930898, ,,,,,
5113,What's New at the Zoo?: An Animal Adding Adventure (Paperback),4.113236934,3.483356753,3.178213448,3.665754705,2.687448249, ,,,,,
5114,Fish Eyes: A Book You Can Count On (Paperback),4.182261391,3.57047365,3.160831239,3.61781335,2.690179254, ,,,,,
5115,Divide and Ride (Paperback),4.180567838,3.411676411,3.255705872,3.631057622,2.571712055, ,,,,,
5116,Spunky Monkeys on Parade (Paperback),4.130319397,3.408727959,3.285129814,3.640931892,2.70246331, ,,,,,
5117,Apple Fractions (Paperback),4.11601799,3.52372939,3.254742345,3.592140059,2.756956741, ,,,,,
5118,"10, 9, 8 Polar Animals!: A Counting Backward Book (A+ Books)",4.148025755,3.531035556,3.146507253,3.599333807,2.774390765, ,,,,,
5119,One Watermelon Seed (Hardcover),4.110828243,3.514116264,3.181299972,3.723588227,2.740459271, ,,,,,
5120,Anno's Magic Seeds (Paperback),4.226980541,3.481691904,3.195941396,3.592966522,2.667105413, ,,,,,
5121,Ten Black Dots (Paperback),4.119095795,3.397798746,3.167096944,3.63243821,2.777539459, ,,,,,
5122,Give Me Half! (MathStart Level 2),4.127039576,3.470494034,3.29600737,3.527410734,2.667977961, ,,,,,
5123,Anno's Counting Book (Hardcover),4.174888805,3.438365269,3.197300126,3.546595116,2.70376363, ,,,,,
5124,Richard Prince: American Prayer (Paperback),0,0,0,0,0, ,,,,,
5125,"Earth, Inc (Hardcover)",4.167866392,3.701949977,3.456610366,3.725973869,2.421428801, ,,,,,
5126,The Cinematic (Documents of Contemporary Art),4.111126616,3.495891012,3.336547062,3.572113735,2.789587818, ,,,,,
5127,The Age of Miracles (Paperback),4.261297711,3.523739992,3.469502599,3.62613465,2.51985726, ,,,,,
5128,Reviving Ophelia: Saving the Selves of Adolescent Girls (Paperback),4.132175188,3.569972408,3.366300049,3.679480478,2.593714459, ,,,,,
5129,Marcelo in the Real World (Hardcover),4.242810179,3.522346216,3.479442811,3.66211853,2.513504869, ,,,,,
5130,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",4.127536796,3.394178257,3.313803239,3.639642234,2.62752745, ,,,,,
5131,"Stargirl (Stargirl, #1)",4.168695215,3.486202519,3.333894876,3.642774171,2.612212628, ,,,,,
5132,The Fourteenth Goldfish (Hardcover),4.198249501,3.517016126,3.352393644,3.649970935,2.633320529, ,,,,,
5133,"That Was Then, This Is Now (Paperback)",4.185106972,3.422369079,3.27467438,3.628302762,2.681246606, ,,,,,
5134,Flora (Hardcover),4.202049038,3.561576958,3.472522906,3.694309369,2.517217896, ,,,,,
5135,This One Summer (Hardcover),4.211956522,3.522524636,3.456701423,3.662028869,2.608058368, ,,,,,
5136,A Complicated Kindness (Paperback),4.228550693,3.52337283,3.420693006,3.649103111,2.514134116, ,,,,,
5137,Kibble Talk (Kibble Talk #1),4.162143432,3.484669258,3.310710354,3.692008662,2.764516312, ,,,,,
5138,Skippy Dies (Paperback),4.167756787,3.464765576,3.41760305,3.563962273,2.569155581, ,,,,,
5139,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",4.112218138,3.354924698,3.26223589,3.683619616,2.656343022, ,,,,,
5140,Norwegian Wood (Paperback),4.177522877,3.409040209,3.52066876,3.604936011,2.591301018, ,,,,,
5141,The Pact (Paperback),4.153936891,3.442325711,3.36473847,3.658454197,2.693707867, ,,,,,
5142,Story of a Girl (Hardcover),4.153042607,3.473069342,3.508545197,3.660159503,2.615330727, ,,,,,
5143,Forever . . . (Paperback),4.104582883,3.527969213,3.464576622,3.633914528,2.758430185, ,,,,,
5144,Blubber (Paperback),4.076109367,3.445929367,3.302998115,3.590750982,2.661994696, ,,,,,
5145,The Story Sisters (Hardcover),4.254629302,3.463340154,3.353218334,3.650693187,2.624330594, ,,,,,
5146,"Gingerbread (Cyd Charisse, #1)",4.16907184,3.376496815,3.38919549,3.703498502,2.628586659, ,,,,,
5147,"Flawless (Pretty Little Liars, #2)",4.12524924,3.411796691,3.404406254,3.671435248,2.693000057, ,,,,,
5148,Slam (Hardcover),4.162865246,3.376635706,3.32133974,3.659705768,2.681377323, ,,,,,
5149,"Queen Bees and Wannabes: Helping Your Daughter Survive Cliques, Gossip, Boyfriends, and Other Realities of Adolescence (Paperback)",4.040577104,3.509370697,3.33587046,3.681445261,2.667663708, ,,,,,
5150,Every Last One (Hardcover),4.208582583,3.423437604,3.355720611,3.631911754,2.625655671, ,,,,,
5151,A Great and Terrible Beauty (Gemma Doyle #1),4.212465074,3.457899357,3.384062557,3.703341077,2.592317193, ,,,,,
5152,Amy and Isabelle (Paperback),4.214543802,3.465122689,3.408536074,3.609996986,2.677838441, ,,,,,
5153,Deenie (Hardcover),4.104415508,3.433016733,3.404878674,3.697177301,2.678433161, ,,,,,
5154,Brainstorm: The Teenage Brain from the Inside Out (Hardcover),4.126706319,3.438889056,3.312488366,3.575394833,2.591056154, ,,,,,
5155,"Hush, Hush (Hush, Hush, #1)",4.156755433,3.442014939,3.494732818,3.690669585,2.613653946, ,,,,,
5156,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",3.965668023,3.56471062,3.294863702,3.562716739,2.599003759, ,,,,,
5157,Odd Girl Out: The Hidden Culture of Aggression in Girls (Paperback),4.041301418,3.512799749,3.34710735,3.620147341,2.678374581, ,,,,,
5158,"13 Little Blue Envelopes (Little Blue Envelope, #1)",4.17823213,3.420500194,3.352939531,3.634159143,2.66365166, ,,,,,
5159,Someone Like You (Paperback),4.129630134,3.489277627,3.407952542,3.757451209,2.763017943, ,,,,,
5160,That Summer (Hardcover),4.130094837,3.3750767,3.288482365,3.633630135,2.75356788, ,,,,,
5161,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",4.159809132,3.418913939,3.424397491,3.715375596,2.698816415, ,,,,,
5162,"Unbelievable (Pretty Little Liars, #4)",4.111586317,3.290405461,3.378107533,3.655020489,2.698501998, ,,,,,
5163,"Perfect (Pretty Little Liars, #3)",4.107103345,3.420393975,3.393232279,3.674399947,2.706201282, ,,,,,
5164,Wir Kinder vom Bahnhof Zoo (Paperback),4.180219127,3.437876152,3.355130238,3.652609604,2.646702158, ,,,,,
5165,Wintergirls (Hardcover),4.207007247,3.405119871,3.356268886,3.677062032,2.616604144, ,,,,,
5166,"Then Again, Maybe I Won't (Paperback)",4.111500018,3.340953567,3.284183778,3.651533602,2.766636999, ,,,,,
5167,Nick &amp; Norah's Infinite Playlist (Hardcover),4.148331895,3.371751589,3.342557655,3.674391049,2.749387965, ,,,,,
5168,Ghost World (Paperback),4.158012751,3.432830856,3.315005756,3.646731187,2.624422313, ,,,,,
5169,The Buddha of Suburbia (Paperback),4.178077426,3.485184291,3.3852169,3.606991012,2.580828388, ,,,,,
5170,"Gossip Girl (Gossip Girl, #1)",4.084743792,3.383029324,3.411122595,3.661171968,2.702495564, ,,,,,
5171,"Squire (Protector of the Small, #3)",4.177606351,3.482567273,3.413424902,3.628562752,2.6329646, ,,,,,
5172,"Gathering Blue (The Giver, #2)",4.263975228,3.410424963,3.298526571,3.606970632,2.604401963, ,,,,,
5173,Fruit (Paperback),4.202941267,3.42499688,3.283525844,3.688074428,2.643952841, ,,,,,
5174,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",4.161362046,3.3024705,3.250331161,3.667793311,2.652326823, ,,,,,
5175,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",4.168775406,3.330999218,3.209827047,3.664401535,2.64316546, ,,,,,
5176,Kick Me: Adventures in Adolescence (Paperback),4.143852945,3.483816722,3.272343776,3.619865423,2.666975109, ,,,,,
5177,Where I Belong (Paperback),4.143133233,3.478233288,3.431820616,3.711614442,2.625642817, ,,,,,
5178,"Specials (Uglies, #3)",4.152854022,3.43123114,3.41353065,3.554502511,2.618170491, ,,,,,
5179,"Green Angel (Green Angel, #1)",4.227377387,3.422748167,3.441061816,3.706525909,2.655663055, ,,,,,
5180,Sag Harbor (Hardcover),4.158250501,3.458322145,3.406549207,3.590025762,2.536936309, ,,,,,
5181,Black Hole (Hardcover),4.241078296,3.381993886,3.289395295,3.603175644,2.609468694, ,,,,,
5182,Cut (Paperback),4.176011206,3.419801619,3.390773894,3.68057088,2.62617551, ,,,,,
5183,"Wicked (Pretty Little Liars, #5)",4.108984457,3.369529327,3.394744804,3.680300174,2.684721677, ,,,,,
5184,Looking for Alibrandi (Paperback),4.159630701,3.485069805,3.472465035,3.675987564,2.652126041, ,,,,,
5185,"The Second Summer of the Sisterhood (Sisterhood, #2)",4.148393588,3.468305674,3.420246485,3.740796752,2.684542341, ,,,,,
5186,Breath (Hardcover),4.215265701,3.478556447,3.378793591,3.651273434,2.597390774, ,,,,,
5187,The Body Project: An Intimate History of American Girls (Paperback),4.113145275,3.55265284,3.334240955,3.616273246,2.607707101, ,,,,,
5188,The Upside of Unrequited (Hardcover),4.118764759,3.478257304,3.455785213,3.720903847,2.639488417, ,,,,,
5189,The Diary of  a Teenage Girl: An Account in Words and Pictures (Paperback),4.150545532,3.415494908,3.306199098,3.62544881,2.696825207, ,,,,,
5190,The Wish (Paperback),4.165436285,3.565748926,3.496030627,3.645716521,2.625389807, ,,,,,
5191,Hurry Down Sunshine (Hardcover),4.210222652,3.483108241,3.46658102,3.675850454,2.59230008, ,,,,,
5192,Labor Day (Hardcover),4.160498437,3.47626905,3.405911913,3.686753395,2.702047864, ,,,,,
5193,Hangsaman,4.226607185,3.36612309,3.353830755,3.613189872,2.570374234, ,,,,,
5194,How to Build a Girl (ebook),4.129313763,3.458952255,3.335630494,3.651168165,2.679148143, ,,,,,
5195,Elsewhere (Paperback),4.214783849,3.433292833,3.375580008,3.631253649,2.658972717, ,,,,,
5196,"Marked (House of Night, #1)",4.074381613,3.338458966,3.349551712,3.634174703,2.753859912, ,,,,,
5197,"Chosen (House of Night, #3)",4.157403814,3.325713656,3.379091991,3.672195688,2.707892296, ,,,,,
5198,"The Agony of Alice (Alice, #1)",4.205305188,3.420263843,3.374810923,3.731943433,2.625371774, ,,,,,
5199,"Page (Protector of the Small, #2)",4.172023465,3.525401239,3.37593228,3.666896245,2.632108486, ,,,,,
5200,"Daja's Book (Circle of Magic, #3)",4.158485376,3.399563424,3.275217712,3.624444643,2.711924947, ,,,,,
5201,"Pretties (Uglies, #2)",4.194021575,3.354980508,3.352688492,3.63850864,2.691189713, ,,,,,
5202,"Briar's Book (Circle of Magic, #4)",4.22322201,3.370791701,3.290459987,3.65060348,2.716527489, ,,,,,
5203,"First Test (Protector of the Small, #1)",4.228994026,3.5966163,3.390109292,3.643547589,2.565056651, ,,,,,
5204,"Sandry's Book (Circle of Magic, #1)",4.182056726,3.38920819,3.22178304,3.616038163,2.711157248, ,,,,,
5205,"Lioness Rampant (Song of the Lioness, #4)",4.189197638,3.457642063,3.351827586,3.619942911,2.58519983, ,,,,,
5206,"Wolf-Speaker (Immortals, #2)",4.226226451,3.355406196,3.293595312,3.644875598,2.64543746, ,,,,,
5207,Feed (Paperback),4.22479252,3.38905805,3.32102206,3.656339141,2.586845434, ,,,,,
5208,In Zanesville (Hardcover),4.132243933,3.390958296,3.374237202,3.640150851,2.663961238, ,,,,,
5209,"Gone (Gone, #1)",4.138502096,3.378775531,3.32006404,3.591371944,2.632259408, ,,,,,
5210,The Chosen (Paperback),4.190298167,3.660537102,3.411672566,3.616441004,2.564990184, ,,,,,
5211,"Frostbite (Vampire Academy, #2)",4.089814743,3.526429881,3.576039432,3.659240188,2.704029541, ,,,,,
5212,"Hunted (House of Night, #5)",4.110042153,3.375558703,3.403162962,3.664394603,2.749664636, ,,,,,
5213,"Shrimp (Cyd Charisse, #2)",4.169859489,3.41166485,3.427073559,3.734675204,2.608965932, ,,,,,
5214,"Bright Young Things (Bright Young Things, #1)",4.210856349,3.414538264,3.439141943,3.635011484,2.644037028, ,,,,,
5215,"Wings (Wings, #1)",4.178377256,3.417893649,3.402301607,3.688992723,2.683875833, ,,,,,
5216,"Wild Magic (Immortals, #1)",4.187192477,3.39311631,3.31861127,3.630204639,2.676318907, ,,,,,
5217,Athletic Shorts: Six Short Stories (Paperback),4.149203308,3.511411137,3.269236309,3.596639311,2.697288001, ,,,,,
5218,This Lullaby (Paperback),4.137472076,3.437286977,3.440728338,3.744916177,2.606823857, ,,,,,
5219,Before I Die (Hardcover),4.245483442,3.48056433,3.507376776,3.668539946,2.615539261, ,,,,,
5220,Stitches (Hardcover),4.246682681,3.453251857,3.264715076,3.647224761,2.631912199, ,,,,,
5221,"The Realms of the Gods (Immortals, #4)",4.217993416,3.373082465,3.42250122,3.632649272,2.649000071, ,,,,,
5222,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",4.150358764,3.440398867,3.383273825,3.662527386,2.707113937, ,,,,,
5223,"Lisa, Bright and Dark (Paperback)",4.153955343,3.463572732,3.341924487,3.703834226,2.624019486, ,,,,,
5224,Cruddy (Paperback),4.184013095,3.411925151,3.292243244,3.623231782,2.664039788, ,,,,,
5225,"Are These My Basoomas I See Before Me? (Confessions of Georgia Nicolson, #10)",4.16217992,3.285786303,3.27628088,3.709792367,2.62884074, ,,,,,
5226,"Sloppy Firsts (Jessica Darling, #1)",4.115495997,3.413806121,3.40455079,3.652337414,2.677522551, ,,,,,
5227,About a Boy (Mass Market Paperback),4.180828582,3.412544689,3.371228819,3.715575804,2.701392165, ,,,,,
5228,Nine Stories (Paperback),4.263296798,3.497469743,3.212827456,3.596835197,2.638006438, ,,,,,
5229,How I Live Now (Paperback),4.193012178,3.401443172,3.323640329,3.64798997,2.631504139, ,,,,,
5230,Island of the Blue Dolphins (Kindle Edition),4.132900808,3.497403841,3.271707853,3.606411857,2.680914964, ,,,,,
5231,Anne Frank's Diary: The Graphic Adaptation (Hardcover),4.22647631,3.48120793,3.255552358,3.645570984,2.577774806, ,,,,,
5232,"Us Against You (Beartown, #2)",4.140312161,3.438162215,3.465354289,3.585740321,2.500522813, ,,,,,
5233,"The Fury (The Vampire Diaries, #3)",4.163225968,3.382504272,3.317249052,3.645463125,2.712767169, ,,,,,
5234,Warlight (Paperback),4.270670557,3.539472791,3.430813071,3.569821028,2.508434232, ,,,,,
5235,The Immortalists (Hardcover),4.257783001,3.565622717,3.381777114,3.616340874,2.588626597, ,,,,,
5236,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood (Hardcover),4.059528494,3.480272501,3.384075279,3.592945755,2.609057896, ,,,,,
5237,"Torment (Fallen, #2)",4.136793554,3.283109092,3.431603736,3.691752785,2.720786439, ,,,,,
5238,"Life As We Knew It (Last Survivors, #1)",4.187078641,3.428492978,3.40732316,3.674043827,2.642016283, ,,,,,
5239,Who Put That Hair in My Toothbrush? (Paperback),4.097861756,3.473118932,3.285462598,3.679039105,2.656532803, ,,,,,
5240,The Westing Game (Paperback),4.190747021,3.457418714,3.29577129,3.682767702,2.652067084, ,,,,,
5241,Boy Meets Boy (Paperback),4.201433034,3.422728976,3.3704819,3.68109939,2.692645092, ,,,,,
5242,Alentejo Blue (Hardcover),4.214811208,3.428795665,3.281908057,3.611113018,2.641208939, ,,,,,
5243,UnSlut: A Diary and a Memoir (Hardcover),4.085431453,3.555960324,3.32560592,3.626759958,2.602616841, ,,,,,
5244,"Dash &amp; Lily's Book of Dares (Dash &amp; Lily, #1)",4.132310437,3.401603895,3.291574038,3.674297108,2.726906536, ,,,,,
5245,Our Endless Numbered Days (Paperback),4.264995278,3.499073882,3.39701949,3.660883209,2.555217804, ,,,,,
5246,St. Lucy's Home for Girls Raised by Wolves (Hardcover),4.266532225,3.55463023,3.185258206,3.590027116,2.577576984, ,,,,,
5247,Vernon God Little (Paperback),4.138006613,3.422302427,3.342875767,3.642440368,2.59200044, ,,,,,
5248,The Round House (Hardcover),4.193213402,3.497209332,3.394255513,3.566730001,2.680999541, ,,,,,
5249,Beyond Magenta: Transgender Teens Speak Out (Hardcover),4.147545563,3.482155982,3.299093671,3.690568485,2.665018771, ,,,,,
5250,Hope in a Jar (Hardcover),4.073540378,3.518275,3.311096703,3.686277395,2.661099825, ,,,,,
5251,Reconstructing Amelia (Hardcover),4.127675613,3.432316645,3.402467234,3.720216872,2.580280975, ,,,,,
5252,Roller Girl (Paperback),4.149606362,3.615714252,3.411617791,3.763216563,2.601888313, ,,,,,
5253,The Secret Place (Dublin Murder Squad #5),4.098734979,3.490574062,3.307689766,3.594903568,2.65107569, ,,,,,
5254,The End of Everything (Hardcover),4.17236603,3.499426133,3.407305289,3.69370902,2.564282288, ,,,,,
5255,Avalon High (Hardcover),4.109065299,3.34493879,3.287383183,3.623467447,2.701824868, ,,,,,
5256,"Extras (Uglies, #4)",4.18816055,3.402248707,3.42094147,3.602510844,2.633275425, ,,,,,
5257,"All-American Girl (All-American Girl, #1)",4.125477804,3.464763966,3.308787444,3.699530404,2.696916807, ,,,,,
5258,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",4.066834812,3.449372321,3.438643064,3.683884621,2.68976209, ,,,,,
5259,"Betrayed (House of Night, #2)",4.078318826,3.387756092,3.463634434,3.651362055,2.667040681, ,,,,,
5260,Esperanza Rising (Paperback),4.096583088,3.502596237,3.356136947,3.591554189,2.649735228, ,,,,,
5261,The Eternity Code (Artemis Fowl #3),4.188066272,3.395907838,3.289700793,3.608647465,2.632919137, ,,,,,
